980,1063,181,182,0
1200,970,193,190,0
1181,591,178,164,0
749,962,181,177,0
1165,1087,191,164,0
1152,780,169,154,0
1317,543,127,139,0
803,1132,170,160,0
978,703,179,158,0
1169,1062,190,189,0
1227,895,178,188,0
1135,640,171,140,0
802,1129,174,177,0
971,893,181,157,0
966,417,174,159,0
1073,1241,189,182,0
985,989,190,174,0
1104,627,184,180,0
863,1153,196,198,0
828,810,152,105,0
1092,451,167,173,0
1103,1244,192,198,0
1285,724,181,180,0
1176,475,178,168,0
824,1133,194,183,0
821,784,161,177,0
911,533,162,177,0
1019,1165,194,190,0
1282,729,186,174,0
1346,532,177,164,0
831,1138,199,200,0
874,839,176,160,0
974,510,167,172,0
1039,1076,187,195,0
1113,804,186,180,0
1348,520,182,179,0
736,958,174,191,0
820,770,163,172,0
896,575,181,181,0
1104,1019,183,183,0
1068,842,176,168,0
1340,557,180,178,0
748,960,187,189,0
802,786,182,175,0
1074,549,184,169,0
1078,1007,196,195,0
1041,829,188,187,0
1323,610,187,186,0
714,1031,196,196,0
789,814,190,192,0
1183,462,174,160,0
997,789,191,183,0
1310,645,189,187,0
889,950,178,178,0
879,619,180,182,0
983,732,190,188,0
913,961,193,193,0
936,459,183,156,0
976,684,183,186,0
1037,1218,197,204,0
1246,837,181,188,0
1263,793,183,190,0
1138,622,175,187,0
