1232,785,143,143,0
1127,631,143,144,0
830,725,143,127,0
1194,977,126,109,0
1202,646,142,142,0
975,708,143,133,0
763,616,115,116,0
1321,897,145,136,0
957,863,142,127,0
1197,642,144,144,0
1059,629,139,138,0
867,745,139,137,0
1324,893,149,137,0
1103,820,135,137,0
717,923,145,139,0
1334,678,132,135,0
1178,791,135,146,0
877,766,148,147,0
1333,840,150,140,0
1042,965,125,104,0
728,820,147,145,0
1342,657,144,140,0
913,618,139,139,0
735,745,141,140,0
1327,874,147,138,0
1051,952,137,135,0
832,933,149,135,0
1305,728,148,137,0
924,615,142,142,0
751,601,144,135,0
1331,861,149,151,0
1057,903,111,144,0
804,896,145,147,0
1239,726,148,146,0
1016,735,145,130,0
748,599,148,146,0
1210,969,145,137,0
1058,951,149,138,0
873,935,149,141,0
1184,691,148,143,0
1056,749,147,139,0
775,600,147,139,0
1206,968,140,137,0
1074,952,149,143,0
823,802,148,143,0
1187,705,148,150,0
1055,770,147,149,0
829,599,147,147,0
1273,972,149,146,0
1099,954,152,147,0
730,734,138,132,0
1035,808,150,150,0
862,601,141,146,0
1180,860,148,139,0
913,940,146,142,0
1182,840,149,144,0
953,850,147,150,0
1346,699,146,141,0
1021,616,147,135,0
988,610,148,139,0
