867,671,154,144,0
1148,1001,153,159,0
1026,550,150,149,0
780,795,145,147,0
1020,906,158,158,0
1129,1161,146,155,0
875,531,145,138,0
1138,803,157,144,0
790,801,158,157,0
890,908,158,158,0
1138,944,160,158,0
869,526,151,150,0
999,734,154,146,0
1381,910,160,154,0
708,670,147,136,0
918,700,155,154,0
1143,916,161,159,0
1133,654,153,151,0
1301,988,158,160,0
685,689,158,154,0
1000,1026,159,160,0
1130,644,156,154,0
1132,1158,154,160,0
1074,682,155,152,0
1021,535,154,151,0
1109,1134,162,165,0
1022,542,151,150,0
