709,811,241,237,0
1376,864,237,233,0
749,508,202,224,0
777,1041,238,239,0
1135,895,229,239,0
1529,1020,223,201,0
550,650,241,238,0
1150,655,235,240,0
785,1043,238,243,0
1015,1044,232,240,0
1308,816,240,232,0
544,655,245,239,0
922,731,239,239,0
1524,502,235,242,0
549,998,239,239,0
803,791,239,241,0
1293,782,247,244,0
977,500,230,233,0
1527,675,242,242,0
544,1041,237,240,0
1253,1043,236,240,0
966,493,242,241,0
1532,1042,242,239,0
946,595,241,238,0
721,496,242,241,0
1491,1046,249,242,0
730,502,228,238,0
