732,824,218,217,0
904,1038,217,221,0
1338,872,213,211,0
769,561,179,179,0
790,1035,215,219,0
1119,899,205,211,0
1471,1035,183,213,0
605,668,180,196,0
1132,684,203,214,0
800,1035,220,223,0
1011,1037,212,219,0
1273,824,209,193,0
585,670,215,195,0
919,751,202,215,0
1466,549,209,215,0
592,997,198,220,0
818,803,217,214,0
1262,794,221,217,0
572,736,225,217,0
988,557,183,179,0
1471,702,216,216,0
578,1032,220,221,0
1232,1037,206,215,0
1479,808,206,212,0
579,695,217,217,0
974,537,206,208,0
1298,541,219,212,0
625,912,226,216,0
1217,1035,217,223,0
1480,1034,217,217,0
572,701,224,222,0
944,624,195,204,0
1344,598,212,205,0
726,904,225,220,0
1060,875,219,211,0
1489,1028,229,226,0
742,534,210,206,0
966,538,217,200,0
1239,538,218,213,0
811,941,226,222,0
997,838,222,207,0
1445,1033,226,223,0
752,544,201,212,0
942,527,221,220,0
1337,725,218,223,0
805,918,228,225,0
997,804,223,213,0
1365,1035,228,228,0
649,533,218,218,0
906,522,226,219,0
1488,817,210,216,0
1021,744,225,219,0
1317,1036,221,230,0
799,696,220,218,0
1181,538,213,218,0
1077,703,225,224,0
797,718,225,222,0
1385,533,216,217,0
1136,672,221,217,0
565,953,222,226,0
1070,1039,225,223,0
1121,1038,227,227,0
1275,833,226,222,0
