845,797,144,146,0
959,941,148,149,0
1255,829,148,145,0
868,608,122,143,0
885,938,145,146,0
1105,846,141,143,0
1357,924,123,119,0
758,693,120,134,0
1114,700,146,147,0
889,940,144,146,0
1030,940,140,148,0
1208,800,140,141,0
743,695,145,133,0
974,748,146,146,0
1350,605,140,150,0
746,912,142,146,0
901,783,145,145,0
1198,778,149,149,0
736,745,147,148,0
1015,607,128,139,0
1346,712,150,149,0
744,936,142,145,0
1179,940,143,148,0
1348,789,148,148,0
741,714,142,146,0
999,603,146,146,0
1226,603,147,148,0
773,857,148,147,0
1167,941,149,149,0
1347,939,150,147,0
989,664,146,146,0
1258,641,147,146,0
839,853,149,147,0
1062,832,148,146,0
1348,938,153,153,0
851,605,146,146,0
995,601,147,148,0
1184,602,147,149,0
1019,807,150,146,0
1321,941,152,149,0
855,608,139,144,0
1248,734,153,151,0
784,605,143,147,0
886,715,148,149,0
1067,945,148,146,0
