1092,621,139,134,0
920,658,143,134,0
895,962,138,137,0
1249,720,137,126,0
956,599,137,129,0
936,825,141,141,0
758,990,138,145,0
1219,590,138,117,0
1066,890,137,143,0
952,601,138,132,0
894,717,139,134,0
936,932,142,141,0
1220,579,134,127,0
1080,750,141,136,0
1049,1134,147,148,0
1037,498,135,132,0
1080,672,142,132,0
959,927,145,142,0
1195,845,142,126,0
953,1084,146,143,0
1016,482,138,136,0
827,845,143,138,0
1207,566,141,138,0
1197,827,146,139,0
753,989,145,146,0
1148,794,143,134,0
1054,1040,140,135,0
1257,699,144,133,0
763,964,145,148,0
1254,707,143,134,0
