1293,739,194,186,0
1125,560,186,182,0
737,775,196,189,0
1317,1008,173,168,0
1210,558,187,193,0
930,709,189,164,0
588,671,125,123,0
1448,858,194,180,0
951,921,190,172,0
1207,548,194,183,0
1020,580,192,188,0
796,801,169,185,0
1454,852,203,188,0
1136,821,188,185,0
645,1079,192,201,0
1402,568,174,180,0
1214,763,187,198,0
810,815,190,203,0
1451,779,203,197,0
1105,1035,133,170,0
632,940,201,202,0
1400,539,192,192,0
822,601,187,180,0
618,834,191,188,0
1455,826,198,195,0
1123,1024,195,190,0
812,1057,205,201,0
1376,639,202,193,0
837,596,194,187,0
598,640,196,185,0
1460,811,210,208,0
1100,945,159,201,0
750,1014,185,207,0
1293,650,203,197,0
997,719,200,200,0
592,629,206,201,0
1324,994,204,192,0
1107,1014,201,205,0
864,1052,204,200,0
1213,613,202,177,0
1060,738,203,188,0
630,626,203,188,0
1325,990,189,202,0
1138,1010,206,208,0
753,876,203,187,0
1220,640,206,205,0
1060,764,201,205,0
682,607,201,198,0
1402,976,205,206,0
1170,1004,213,212,0
608,813,194,183,0
1222,716,209,205,0
1043,815,207,201,0
714,600,204,200,0
1253,848,204,189,0
943,1035,207,211,0
914,1041,194,203,0
1129,542,204,200,0
993,852,209,203,0
786,591,202,198,0
1252,820,208,197,0
758,1058,207,212,0
945,906,202,196,0
1422,595,195,198,0
978,569,201,194,0
935,571,203,196,0
1197,795,208,209,0
999,834,211,211,0
801,770,207,193,0
