845,628,202,177,0
762,850,216,203,0
1142,1113,215,212,0
1073,502,179,169,0
695,776,185,192,0
1002,961,194,212,0
1087,1342,181,192,0
900,460,170,155,0
1169,846,196,155,0
697,778,184,202,0
813,936,204,212,0
1154,1043,192,199,0
883,442,194,189,0
1004,732,206,192,0
1480,1045,217,212,0
634,593,197,180,0
902,672,203,193,0
1158,991,213,204,0
821,455,201,181,0
1197,655,206,178,0
1356,1132,218,215,0
599,611,203,196,0
935,1125,197,201,0
1270,1208,222,198,0
865,430,204,158,0
1200,642,195,162,0
1380,898,216,196,0
720,583,208,186,0
927,1098,210,222,0
1087,1332,215,212,0
854,428,208,198,0
1109,681,180,192,0
1366,967,218,195,0
775,645,210,202,0
976,887,213,209,0
1088,1315,229,237,0
1075,470,197,180,0
1195,632,206,188,0
1349,850,204,174,0
788,730,214,198,0
965,822,200,190,0
1058,1282,218,221,0
1073,483,176,181,0
1182,605,211,200,0
1250,1021,220,216,0
801,701,216,206,0
994,793,217,207,0
1013,1208,218,225,0
1029,404,193,195,0
1164,569,213,205,0
1265,1190,228,229,0
879,652,216,207,0
1056,774,215,196,0
981,1167,228,224,0
978,588,197,199,0
1307,763,214,204,0
1316,794,207,174,0
757,833,222,220,0
1114,788,211,208,0
956,598,210,210,0
1435,947,201,218,0
1182,834,205,189,0
655,549,211,196,0
839,973,212,215,0
873,1009,223,225,0
1123,1018,223,225,0
