837,667,183,164,0
803,875,191,190,0
1172,1051,184,184,0
1024,533,177,162,0
734,813,172,168,0
1018,940,188,187,0
1165,1256,146,167,0
858,511,149,147,0
1158,819,186,167,0
743,818,186,182,0
863,942,186,188,0
1159,984,190,188,0
843,498,173,173,0
993,739,182,169,0
1448,944,191,181,0
650,664,175,155,0
898,698,184,179,0
1165,950,193,191,0
796,517,183,175,0
1151,650,182,170,0
1357,1035,188,188,0
622,685,187,180,0
1006,1090,168,179,0
1290,1103,196,196,0
829,494,179,160,0
1149,639,181,165,0
722,646,185,167,0
985,1068,191,194,0
1153,1242,186,194,0
1082,677,184,177,0
1342,893,190,174,0
994,878,190,184,0
1154,1231,200,204,0
1019,508,179,174,0
1148,621,186,180,0
980,815,188,183,0
1123,1210,192,197,0
1024,517,171,174,0
965,449,181,174,0
