1202,875,138,120,0
1181,708,136,131,0
899,656,134,131,0
1079,1032,120,108,0
1250,757,118,127,0
1018,716,128,118,0
893,544,116,105,0
1227,1020,126,126,0
938,826,133,119,0
1236,749,135,126,0
1130,684,134,126,0
915,688,136,120,0
1228,1014,129,129,0
1071,852,133,132,0
715,772,136,130,0
1338,849,133,135,0
1149,860,138,132,0
914,711,138,129,0
1259,967,141,140,0
961,956,119,110,0
772,692,135,131,0
1356,826,134,133,0
1014,609,130,124,0
809,631,136,127,0
1235,1001,135,129,0
967,926,125,100,0
802,826,138,133,0
1287,866,139,139,0
1021,610,135,128,0
886,534,129,110,0
1245,983,141,141,0
1018,907,138,135,0
794,786,130,136,0
1233,833,136,138,0
1046,742,137,134,0
885,519,135,123,0
1094,1020,141,133,0
969,941,130,134,0
831,844,135,133,0
1199,781,140,137,0
1068,774,136,133,0
907,539,133,123,0
1088,1025,133,126,0
987,947,143,142,0
853,712,137,136,0
1056,788,139,138,0
1145,1051,144,140,0
1116,918,130,127,0
863,868,139,136,0
1131,898,140,129,0
935,809,131,140,0
1333,856,140,137,0
1099,652,137,124,0
1072,630,138,123,0
