1279,1006,230,197,0
1302,735,227,208,0
873,565,212,202,0
1028,1220,203,226,0
1394,829,206,185,0
1038,702,201,190,0
906,380,201,183,0
1267,1263,203,207,0
870,835,211,202,0
1380,813,229,200,0
1228,676,221,208,0
884,621,216,195,0
1287,1248,228,225,0
1081,931,228,223,0
537,691,217,213,0
1516,1015,217,223,0
1201,967,230,214,0
873,654,226,201,0
1351,1179,242,246,0
863,1068,198,191,0
660,583,218,206,0
1555,977,228,228,0
1065,529,205,181,0
738,500,220,195,0
1296,1233,226,225,0
866,1032,202,208,0
650,799,229,225,0
1431,1023,235,232,0
1080,531,216,200,0
897,380,196,183,0
1320,1202,250,245,0
969,996,233,221,0
659,734,222,222,0
1346,946,236,225,0
1075,740,226,216,0
894,351,216,189,0
1053,1215,242,238,0
878,1043,229,230,0
691,836,229,224,0
1308,851,235,220,0
1101,797,214,219,0
927,387,207,198,0
1045,1226,227,217,0
900,1052,243,244,0
774,631,226,219,0
1072,815,234,224,0
1126,1284,246,249,0
1135,1043,234,232,0
733,884,234,231,0
1509,1019,241,242,0
1190,612,226,209,0
