877,939,137,154,0
1054,987,154,152,0
1243,736,150,143,0
785,770,141,136,0
988,1043,140,140,0
1131,835,152,144,0
1400,778,123,136,0
712,895,125,123,0
1056,708,144,147,0
992,1031,156,151,0
1114,955,156,145,0
1192,735,145,141,0
723,908,152,154,0
958,823,151,151,0
1193,514,147,141,0
839,1096,150,150,0
913,891,155,152,0
1169,717,152,148,0
746,941,156,152,0
905,686,150,147,0
1254,595,148,147,0
856,1116,157,154,0
1249,868,141,147,0
1302,651,150,150,0
724,914,145,150,0
902,680,152,144,0
841,1024,157,156,0
1237,871,155,150,0
1390,773,148,137,0
924,741,152,149,0
1142,580,148,148,0
1084,838,154,149,0
771,759,154,146,0
1367,784,156,140,0
775,763,152,141,0
713,791,157,147,0
