1289,911,200,184,0
1247,681,190,169,0
817,599,184,181,0
1116,1144,175,177,0
1349,739,170,168,0
1001,665,186,161,0
818,445,154,149,0
1324,1121,168,185,0
914,849,170,171,0
1335,719,188,180,0
1167,632,195,184,0
847,658,191,184,0
1335,1117,189,193,0
1099,886,190,185,0
566,791,202,199,0
1475,860,180,185,0
1202,892,184,198,0
852,686,203,196,0
1377,1052,214,211,0
934,1030,167,112,0
641,672,202,195,0
1506,835,193,195,0
996,532,183,181,0
693,577,200,186,0
1344,1102,197,186,0
947,1019,189,189,0
699,866,206,190,0
1412,893,203,196,0
1010,532,189,188,0
802,428,188,162,0
1360,1079,211,213,0
1009,987,191,173,0
687,801,199,194,0
1334,852,203,203,0
1058,719,198,194,0
798,406,200,181,0
1138,1138,209,203,0
942,1017,199,196,0
740,891,204,201,0
1296,767,179,184,0
1092,776,178,198,0
831,429,194,176,0
1130,1134,197,199,0
967,1025,203,200,0
761,694,201,199,0
1279,794,204,199,0
1069,790,200,203,0
874,439,189,194,0
1206,1174,213,214,0
998,1045,215,217,0
692,558,201,171,0
1228,848,210,209,0
1024,823,203,205,0
905,455,189,198,0
1165,981,193,187,0
803,927,212,211,0
777,919,187,197,0
1265,656,208,176,0
958,816,205,207,0
966,490,196,204,0
1190,953,204,192,0
649,832,184,202,0
893,827,196,203,0
1475,886,210,205,0
1134,594,201,185,0
1095,563,204,185,0
1153,897,214,214,0
975,804,207,211,0
867,641,206,173,0
